"","ID","Population"
"1495","HG02122","EAS"
"1496","HG02127","EAS"
"1497","HG02128","EAS"
"1498","HG02130","EAS"
"1499","HG02131","EAS"
"1500","HG02133","EAS"
"1501","HG02134","EAS"
"1502","HG02136","EAS"
"1503","HG02137","EAS"
"1504","HG02138","EAS"
"1505","HG02139","EAS"
"1506","HG02140","EAS"
"1507","HG02141","EAS"
"1508","HG02142","EAS"
"1509","HG02512","EAS"
"1510","HG02513","EAS"
"1511","HG02521","EAS"
"1512","HG02522","EAS"
"1513","NA06984","EUR"
"1514","NA06985","EUR"
"1515","NA06986","EUR"
"1516","NA06989","EUR"
"1517","NA06994","EUR"
"1518","NA07000","EUR"
"1519","NA07037","EUR"
"1520","NA07048","EUR"
"1521","NA07051","EUR"
"1522","NA07056","EUR"
"1523","NA07347","EUR"
"1524","NA07357","EUR"
"1525","NA10847","EUR"
"1526","NA10851","EUR"
"1527","NA11829","EUR"
"1528","NA11830","EUR"
"1529","NA11831","EUR"
"1530","NA11832","EUR"
"1531","NA11840","EUR"
"1532","NA11843","EUR"
"1533","NA11881","EUR"
"1534","NA11892","EUR"
"1535","NA11893","EUR"
"1536","NA11894","EUR"
"1537","NA11918","EUR"
"1538","NA11919","EUR"
"1539","NA11920","EUR"
"1540","NA11930","EUR"
"1541","NA11931","EUR"
"1542","NA11932","EUR"
"1543","NA11933","EUR"
"1544","NA11992","EUR"
"1545","NA11994","EUR"
"1546","NA11995","EUR"
"1547","NA12003","EUR"
"1548","NA12004","EUR"
"1549","NA12005","EUR"
"1550","NA12006","EUR"
"1551","NA12043","EUR"
"1552","NA12044","EUR"
"1553","NA12045","EUR"
"1554","NA12046","EUR"
"1555","NA12058","EUR"
"1556","NA12144","EUR"
"1557","NA12154","EUR"
"1558","NA12155","EUR"
"1559","NA12156","EUR"
"1560","NA12234","EUR"
"1561","NA12249","EUR"
"1562","NA12272","EUR"
"1563","NA12273","EUR"
"1564","NA12275","EUR"
"1565","NA12282","EUR"
"1566","NA12283","EUR"
"1567","NA12286","EUR"
"1568","NA12287","EUR"
"1569","NA12340","EUR"
"1570","NA12341","EUR"
"1571","NA12342","EUR"
"1572","NA12347","EUR"
"1573","NA12348","EUR"
"1574","NA12383","EUR"
"1575","NA12399","EUR"
"1576","NA12400","EUR"
"1577","NA12413","EUR"
"1578","NA12414","EUR"
"1579","NA12489","EUR"
"1580","NA12546","EUR"
"1581","NA12716","EUR"
"1582","NA12717","EUR"
"1583","NA12718","EUR"
"1584","NA12748","EUR"
"1585","NA12749","EUR"
"1586","NA12750","EUR"
"1587","NA12751","EUR"
"1588","NA12760","EUR"
"1589","NA12761","EUR"
"1590","NA12762","EUR"
"1591","NA12763","EUR"
"1592","NA12775","EUR"
"1593","NA12776","EUR"
"1594","NA12777","EUR"
"1595","NA12778","EUR"
"1596","NA12812","EUR"
"1597","NA12813","EUR"
"1598","NA12814","EUR"
"1599","NA12815","EUR"
"1600","NA12827","EUR"
"1601","NA12828","EUR"
"1602","NA12829","EUR"
"1603","NA12830","EUR"
"1604","NA12842","EUR"
"1605","NA12843","EUR"
"1606","NA12872","EUR"
"1607","NA12873","EUR"
"1608","NA12874","EUR"
"1609","NA12878","EUR"
"1610","NA12889","EUR"
"1611","NA12890","EUR"
"1612","HG01500","EUR"
"1613","HG01501","EUR"
"1614","HG01503","EUR"
"1615","HG01504","EUR"
"1616","HG01506","EUR"
"1617","HG01507","EUR"
"1618","HG01509","EUR"
"1619","HG01510","EUR"
"1620","HG01512","EUR"
"1621","HG01513","EUR"
"1622","HG01515","EUR"
"1623","HG01516","EUR"
"1624","HG01518","EUR"
"1625","HG01519","EUR"
"1626","HG01521","EUR"
"1627","HG01522","EUR"
"1628","HG01524","EUR"
"1629","HG01525","EUR"
"1630","HG01527","EUR"
"1631","HG01528","EUR"
"1632","HG01530","EUR"
"1633","HG01531","EUR"
"1634","HG01536","EUR"
"1635","HG01537","EUR"
"1636","HG01602","EUR"
"1637","HG01603","EUR"
"1638","HG01605","EUR"
"1639","HG01606","EUR"
"1640","HG01607","EUR"
"1641","HG01608","EUR"
"1642","HG01610","EUR"
"1643","HG01612","EUR"
"1644","HG01613","EUR"
"1645","HG01615","EUR"
"1646","HG01617","EUR"
"1647","HG01618","EUR"
"1648","HG01619","EUR"
"1649","HG01620","EUR"
"1650","HG01623","EUR"
"1651","HG01624","EUR"
"1652","HG01625","EUR"
"1653","HG01626","EUR"
"1654","HG01628","EUR"
"1655","HG01630","EUR"
"1656","HG01631","EUR"
"1657","HG01632","EUR"
"1658","HG01668","EUR"
"1659","HG01669","EUR"
"1660","HG01670","EUR"
"1661","HG01672","EUR"
"1662","HG01673","EUR"
"1663","HG01675","EUR"
"1664","HG01676","EUR"
"1665","HG01678","EUR"
"1666","HG01679","EUR"
"1667","HG01680","EUR"
"1668","HG01682","EUR"
"1669","HG01684","EUR"
"1670","HG01685","EUR"
"1671","HG01686","EUR"
"1672","HG01694","EUR"
"1673","HG01695","EUR"
"1674","HG01697","EUR"
"1675","HG01699","EUR"
"1676","HG01700","EUR"
"1677","HG01702","EUR"
"1678","HG01704","EUR"
"1679","HG01705","EUR"
"1680","HG01707","EUR"
"1681","HG01708","EUR"
"1682","HG01709","EUR"
"1683","HG01710","EUR"
"1684","HG01746","EUR"
"1685","HG01747","EUR"
"1686","HG01756","EUR"
"1687","HG01757","EUR"
"1688","HG01761","EUR"
"1689","HG01762","EUR"
"1690","HG01765","EUR"
"1691","HG01766","EUR"
"1692","HG01767","EUR"
"1693","HG01768","EUR"
"1694","HG01770","EUR"
"1695","HG01771","EUR"
"1696","HG01773","EUR"
"1697","HG01775","EUR"
"1698","HG01776","EUR"
"1699","HG01777","EUR"
"1700","HG01779","EUR"
"1701","HG01781","EUR"
"1702","HG01783","EUR"
"1703","HG01784","EUR"
"1704","HG01785","EUR"
"1705","HG01786","EUR"
"1706","HG02219","EUR"
"1707","HG02220","EUR"
"1708","HG02221","EUR"
"1709","HG02223","EUR"
"1710","HG02224","EUR"
"1711","HG02230","EUR"
"1712","HG02231","EUR"
"1713","HG02232","EUR"
"1714","HG02233","EUR"
"1715","HG02235","EUR"
"1716","HG02236","EUR"
"1717","HG02238","EUR"
"1718","HG02239","EUR"
"1719","HG00096","EUR"
"1720","HG00097","EUR"
"1721","HG00099","EUR"
"1722","HG00100","EUR"
"1723","HG00101","EUR"
"1724","HG00102","EUR"
"1725","HG00103","EUR"
"1726","HG00105","EUR"
"1727","HG00106","EUR"
"1728","HG00107","EUR"
"1729","HG00108","EUR"
"1730","HG00109","EUR"
"1731","HG00110","EUR"
"1732","HG00111","EUR"
"1733","HG00112","EUR"
"1734","HG00113","EUR"
"1735","HG00114","EUR"
"1736","HG00115","EUR"
"1737","HG00116","EUR"
"1738","HG00117","EUR"
"1739","HG00118","EUR"
"1740","HG00119","EUR"
"1741","HG00120","EUR"
"1742","HG00121","EUR"
"1743","HG00122","EUR"
"1744","HG00123","EUR"
"1745","HG00125","EUR"
"1746","HG00126","EUR"
"1747","HG00127","EUR"
"1748","HG00128","EUR"
"1749","HG00129","EUR"
"1750","HG00130","EUR"
"1751","HG00131","EUR"
"1752","HG00132","EUR"
"1753","HG00133","EUR"
"1754","HG00136","EUR"
"1755","HG00137","EUR"
"1756","HG00138","EUR"
"1757","HG00139","EUR"
"1758","HG00140","EUR"
"1759","HG00141","EUR"
"1760","HG00142","EUR"
"1761","HG00143","EUR"
"1762","HG00145","EUR"
"1763","HG00146","EUR"
"1764","HG00148","EUR"
"1765","HG00149","EUR"
"1766","HG00150","EUR"
"1767","HG00151","EUR"
"1768","HG00154","EUR"
"1769","HG00155","EUR"
"1770","HG00157","EUR"
"1771","HG00158","EUR"
"1772","HG00159","EUR"
"1773","HG00160","EUR"
"1774","HG00231","EUR"
"1775","HG00232","EUR"
"1776","HG00233","EUR"
"1777","HG00234","EUR"
"1778","HG00235","EUR"
"1779","HG00236","EUR"
"1780","HG00237","EUR"
"1781","HG00238","EUR"
"1782","HG00239","EUR"
"1783","HG00240","EUR"
"1784","HG00242","EUR"
"1785","HG00243","EUR"
"1786","HG00244","EUR"
"1787","HG00245","EUR"
"1788","HG00246","EUR"
"1789","HG00250","EUR"
"1790","HG00251","EUR"
"1791","HG00252","EUR"
"1792","HG00253","EUR"
"1793","HG00254","EUR"
"1794","HG00255","EUR"
"1795","HG00256","EUR"
"1796","HG00257","EUR"
"1797","HG00258","EUR"
"1798","HG00259","EUR"
"1799","HG00260","EUR"
"1800","HG00261","EUR"
"1801","HG00262","EUR"
"1802","HG00263","EUR"
"1803","HG00264","EUR"
"1804","HG00265","EUR"
"1805","HG01334","EUR"
"1806","HG01789","EUR"
"1807","HG01790","EUR"
"1808","HG01791","EUR"
"1809","HG02215","EUR"
"1810","HG00171","EUR"
"1811","HG00173","EUR"
"1812","HG00174","EUR"
"1813","HG00176","EUR"
"1814","HG00177","EUR"
"1815","HG00178","EUR"
"1816","HG00179","EUR"
"1817","HG00180","EUR"
"1818","HG00181","EUR"
"1819","HG00182","EUR"
"1820","HG00183","EUR"
"1821","HG00185","EUR"
"1822","HG00186","EUR"
"1823","HG00187","EUR"
"1824","HG00188","EUR"
"1825","HG00189","EUR"
"1826","HG00190","EUR"
"1827","HG00266","EUR"
"1828","HG00267","EUR"
"1829","HG00268","EUR"
"1830","HG00269","EUR"
"1831","HG00271","EUR"
"1832","HG00272","EUR"
"1833","HG00273","EUR"
"1834","HG00274","EUR"
"1835","HG00275","EUR"
"1836","HG00276","EUR"
"1837","HG00277","EUR"
"1838","HG00278","EUR"
"1839","HG00280","EUR"
"1840","HG00281","EUR"
"1841","HG00282","EUR"
"1842","HG00284","EUR"
"1843","HG00285","EUR"
"1844","HG00288","EUR"
"1845","HG00290","EUR"
"1846","HG00304","EUR"
"1847","HG00306","EUR"
"1848","HG00308","EUR"
"1849","HG00309","EUR"
"1850","HG00310","EUR"
"1851","HG00311","EUR"
"1852","HG00313","EUR"
"1853","HG00315","EUR"
"1854","HG00318","EUR"
"1855","HG00319","EUR"
"1856","HG00320","EUR"
"1857","HG00321","EUR"
"1858","HG00323","EUR"
"1859","HG00324","EUR"
"1860","HG00325","EUR"
"1861","HG00326","EUR"
"1862","HG00327","EUR"
"1863","HG00328","EUR"
"1864","HG00329","EUR"
"1865","HG00330","EUR"
"1866","HG00331","EUR"
"1867","HG00332","EUR"
"1868","HG00334","EUR"
"1869","HG00335","EUR"
"1870","HG00336","EUR"
"1871","HG00337","EUR"
"1872","HG00338","EUR"
"1873","HG00339","EUR"
"1874","HG00341","EUR"
"1875","HG00342","EUR"
"1876","HG00343","EUR"
"1877","HG00344","EUR"
"1878","HG00345","EUR"
"1879","HG00346","EUR"
"1880","HG00349","EUR"
"1881","HG00350","EUR"
"1882","HG00351","EUR"
"1883","HG00353","EUR"
"1884","HG00355","EUR"
"1885","HG00356","EUR"
"1886","HG00357","EUR"
"1887","HG00358","EUR"
"1888","HG00360","EUR"
"1889","HG00361","EUR"
"1890","HG00362","EUR"
"1891","HG00364","EUR"
"1892","HG00365","EUR"
"1893","HG00366","EUR"
"1894","HG00367","EUR"
"1895","HG00368","EUR"
"1896","HG00369","EUR"
"1897","HG00371","EUR"
"1898","HG00372","EUR"
"1899","HG00373","EUR"
"1900","HG00375","EUR"
"1901","HG00376","EUR"
"1902","HG00378","EUR"
"1903","HG00379","EUR"
"1904","HG00380","EUR"
"1905","HG00381","EUR"
"1906","HG00382","EUR"
"1907","HG00383","EUR"
"1908","HG00384","EUR"
"1909","NA20502","EUR"
"1910","NA20503","EUR"
"1911","NA20504","EUR"
"1912","NA20505","EUR"
"1913","NA20506","EUR"
"1914","NA20507","EUR"
"1915","NA20508","EUR"
"1916","NA20509","EUR"
"1917","NA20510","EUR"
"1918","NA20511","EUR"
"1919","NA20512","EUR"
"1920","NA20513","EUR"
"1921","NA20514","EUR"
"1922","NA20515","EUR"
"1923","NA20516","EUR"
"1924","NA20517","EUR"
"1925","NA20518","EUR"
"1926","NA20519","EUR"
"1927","NA20520","EUR"
"1928","NA20521","EUR"
"1929","NA20522","EUR"
"1930","NA20524","EUR"
"1931","NA20525","EUR"
"1932","NA20527","EUR"
"1933","NA20528","EUR"
"1934","NA20529","EUR"
"1935","NA20530","EUR"
"1936","NA20531","EUR"
"1937","NA20532","EUR"
"1938","NA20533","EUR"
"1939","NA20534","EUR"
"1940","NA20535","EUR"
"1941","NA20536","EUR"
"1942","NA20538","EUR"
"1943","NA20539","EUR"
"1944","NA20540","EUR"
"1945","NA20541","EUR"
"1946","NA20542","EUR"
"1947","NA20543","EUR"
"1948","NA20544","EUR"
"1949","NA20581","EUR"
"1950","NA20582","EUR"
"1951","NA20585","EUR"
"1952","NA20586","EUR"
"1953","NA20587","EUR"
"1954","NA20588","EUR"
"1955","NA20589","EUR"
"1956","NA20752","EUR"
"1957","NA20753","EUR"
"1958","NA20754","EUR"
"1959","NA20755","EUR"
"1960","NA20756","EUR"
"1961","NA20757","EUR"
"1962","NA20758","EUR"
"1963","NA20759","EUR"
"1964","NA20760","EUR"
"1965","NA20761","EUR"
"1966","NA20762","EUR"
"1967","NA20763","EUR"
"1968","NA20764","EUR"
"1969","NA20765","EUR"
"1970","NA20766","EUR"
"1971","NA20767","EUR"
"1972","NA20768","EUR"
"1973","NA20769","EUR"
"1974","NA20770","EUR"
"1975","NA20771","EUR"
"1976","NA20772","EUR"
"1977","NA20773","EUR"
"1978","NA20774","EUR"
"1979","NA20775","EUR"
"1980","NA20778","EUR"
"1981","NA20783","EUR"
"1982","NA20785","EUR"
"1983","NA20786","EUR"
"1984","NA20787","EUR"
"1985","NA20790","EUR"
"1986","NA20792","EUR"
"1987","NA20795","EUR"
"1988","NA20796","EUR"
"1989","NA20797","EUR"
"1990","NA20798","EUR"
"1991","NA20799","EUR"
"1992","NA20800","EUR"
"1993","NA20801","EUR"
"1994","NA20802","EUR"
"1995","NA20803","EUR"
"1996","NA20804","EUR"
"1997","NA20805","EUR"
"1998","NA20806","EUR"
"1999","NA20807","EUR"
"2000","NA20808","EUR"
"2001","NA20809","EUR"
"2002","NA20810","EUR"
"2003","NA20811","EUR"
"2004","NA20812","EUR"
"2005","NA20813","EUR"
"2006","NA20814","EUR"
"2007","NA20815","EUR"
"2008","NA20818","EUR"
"2009","NA20819","EUR"
"2010","NA20821","EUR"
"2011","NA20822","EUR"
"2012","NA20826","EUR"
"2013","NA20827","EUR"
"2014","NA20828","EUR"
"2015","NA20832","EUR"
"2016","NA20845","SAS"
"2017","NA20846","SAS"
"2018","NA20847","SAS"
"2019","NA20849","SAS"
"2020","NA20850","SAS"
"2021","NA20851","SAS"
"2022","NA20852","SAS"
"2023","NA20853","SAS"
"2024","NA20854","SAS"
"2025","NA20856","SAS"
"2026","NA20858","SAS"
"2027","NA20859","SAS"
"2028","NA20861","SAS"
"2029","NA20862","SAS"
"2030","NA20863","SAS"
"2031","NA20864","SAS"
"2032","NA20866","SAS"
"2033","NA20867","SAS"
"2034","NA20868","SAS"
"2035","NA20869","SAS"
"2036","NA20870","SAS"
"2037","NA20872","SAS"
"2038","NA20874","SAS"
"2039","NA20875","SAS"
"2040","NA20876","SAS"
"2041","NA20877","SAS"
"2042","NA20878","SAS"
"2043","NA20881","SAS"
"2044","NA20882","SAS"
"2045","NA20884","SAS"
"2046","NA20885","SAS"
"2047","NA20886","SAS"
"2048","NA20887","SAS"
"2049","NA20888","SAS"
"2050","NA20889","SAS"
"2051","NA20890","SAS"
"2052","NA20891","SAS"
"2053","NA20892","SAS"
"2054","NA20894","SAS"
"2055","NA20895","SAS"
"2056","NA20896","SAS"
"2057","NA20897","SAS"
"2058","NA20899","SAS"
"2059","NA20900","SAS"
"2060","NA20901","SAS"
"2061","NA20902","SAS"
"2062","NA20903","SAS"
"2063","NA20904","SAS"
"2064","NA20905","SAS"
"2065","NA20906","SAS"
"2066","NA20908","SAS"
"2067","NA20910","SAS"
"2068","NA20911","SAS"
"2069","NA21086","SAS"
"2070","NA21087","SAS"
"2071","NA21088","SAS"
"2072","NA21089","SAS"
"2073","NA21090","SAS"
"2074","NA21091","SAS"
"2075","NA21092","SAS"
"2076","NA21093","SAS"
"2077","NA21094","SAS"
"2078","NA21095","SAS"
"2079","NA21097","SAS"
"2080","NA21098","SAS"
"2081","NA21099","SAS"
"2082","NA21100","SAS"
"2083","NA21101","SAS"
"2084","NA21102","SAS"
"2085","NA21103","SAS"
"2086","NA21104","SAS"
"2087","NA21105","SAS"
"2088","NA21106","SAS"
"2089","NA21107","SAS"
"2090","NA21108","SAS"
"2091","NA21109","SAS"
"2092","NA21110","SAS"
"2093","NA21111","SAS"
"2094","NA21112","SAS"
"2095","NA21113","SAS"
"2096","NA21114","SAS"
"2097","NA21115","SAS"
"2098","NA21116","SAS"
"2099","NA21117","SAS"
"2100","NA21118","SAS"
"2101","NA21119","SAS"
"2102","NA21120","SAS"
"2103","NA21122","SAS"
"2104","NA21123","SAS"
"2105","NA21124","SAS"
"2106","NA21125","SAS"
"2107","NA21126","SAS"
"2108","NA21127","SAS"
"2109","NA21128","SAS"
"2110","NA21129","SAS"
"2111","NA21130","SAS"
"2112","NA21133","SAS"
"2113","NA21135","SAS"
"2114","NA21137","SAS"
"2115","NA21141","SAS"
"2116","NA21142","SAS"
"2117","NA21143","SAS"
"2118","NA21144","SAS"
"2119","HG03642","SAS"
"2120","HG03643","SAS"
"2121","HG03644","SAS"
"2122","HG03645","SAS"
"2123","HG03646","SAS"
"2124","HG03672","SAS"
"2125","HG03673","SAS"
"2126","HG03679","SAS"
"2127","HG03680","SAS"
"2128","HG03681","SAS"
"2129","HG03684","SAS"
"2130","HG03685","SAS"
"2131","HG03686","SAS"
"2132","HG03687","SAS"
"2133","HG03689","SAS"
"2134","HG03690","SAS"
"2135","HG03691","SAS"
"2136","HG03692","SAS"
"2137","HG03693","SAS"
"2138","HG03694","SAS"
"2139","HG03695","SAS"
"2140","HG03696","SAS"
"2141","HG03697","SAS"
"2142","HG03698","SAS"
"2143","HG03711","SAS"
"2144","HG03733","SAS"
"2145","HG03736","SAS"
"2146","HG03738","SAS"
"2147","HG03740","SAS"
"2148","HG03741","SAS"
"2149","HG03743","SAS"
"2150","HG03744","SAS"
"2151","HG03745","SAS"
"2152","HG03746","SAS"
"2153","HG03750","SAS"
"2154","HG03752","SAS"
"2155","HG03753","SAS"
"2156","HG03754","SAS"
"2157","HG03755","SAS"
"2158","HG03756","SAS"
"2159","HG03757","SAS"
"2160","HG03760","SAS"
"2161","HG03836","SAS"
"2162","HG03837","SAS"
"2163","HG03838","SAS"
"2164","HG03844","SAS"
"2165","HG03846","SAS"
"2166","HG03848","SAS"
"2167","HG03849","SAS"
"2168","HG03850","SAS"
"2169","HG03851","SAS"
"2170","HG03854","SAS"
"2171","HG03856","SAS"
"2172","HG03857","SAS"
"2173","HG03858","SAS"
"2174","HG03884","SAS"
"2175","HG03885","SAS"
"2176","HG03886","SAS"
"2177","HG03887","SAS"
"2178","HG03888","SAS"
"2179","HG03890","SAS"
"2180","HG03894","SAS"
"2181","HG03895","SAS"
"2182","HG03896","SAS"
"2183","HG03897","SAS"
"2184","HG03898","SAS"
"2185","HG03899","SAS"
"2186","HG03900","SAS"
"2187","HG03943","SAS"
"2188","HG03944","SAS"
"2189","HG03945","SAS"
"2190","HG03947","SAS"
"2191","HG03949","SAS"
"2192","HG03950","SAS"
"2193","HG03951","SAS"
"2194","HG03953","SAS"
"2195","HG03955","SAS"
"2196","HG03985","SAS"
"2197","HG03986","SAS"
"2198","HG03989","SAS"
"2199","HG03990","SAS"
"2200","HG03991","SAS"
"2201","HG03995","SAS"
"2202","HG03998","SAS"
"2203","HG03999","SAS"
"2204","HG04003","SAS"
"2205","HG04006","SAS"
"2206","HG04029","SAS"
"2207","HG04033","SAS"
"2208","HG04035","SAS"
"2209","HG04038","SAS"
"2210","HG04039","SAS"
"2211","HG04042","SAS"
"2212","HG04047","SAS"
"2213","HG04075","SAS"
"2214","HG04099","SAS"
"2215","HG04100","SAS"
"2216","HG04106","SAS"
"2217","HG04107","SAS"
"2218","HG04210","SAS"
"2219","HG04227","SAS"
"2220","HG04229","SAS"
"2221","HG03713","SAS"
"2222","HG03714","SAS"
"2223","HG03716","SAS"
"2224","HG03717","SAS"
"2225","HG03718","SAS"
"2226","HG03720","SAS"
"2227","HG03722","SAS"
"2228","HG03727","SAS"
"2229","HG03729","SAS"
"2230","HG03730","SAS"
"2231","HG03731","SAS"
"2232","HG03742","SAS"
"2233","HG03770","SAS"
"2234","HG03771","SAS"
"2235","HG03772","SAS"
"2236","HG03773","SAS"
"2237","HG03774","SAS"
"2238","HG03775","SAS"
"2239","HG03777","SAS"
"2240","HG03778","SAS"
"2241","HG03779","SAS"
"2242","HG03780","SAS"
"2243","HG03781","SAS"
"2244","HG03782","SAS"
"2245","HG03784","SAS"
"2246","HG03785","SAS"
"2247","HG03786","SAS"
"2248","HG03787","SAS"
"2249","HG03788","SAS"
"2250","HG03789","SAS"
"2251","HG03790","SAS"
"2252","HG03792","SAS"
"2253","HG03861","SAS"
"2254","HG03862","SAS"
"2255","HG03863","SAS"
"2256","HG03864","SAS"
"2257","HG03866","SAS"
"2258","HG03867","SAS"
"2259","HG03868","SAS"
"2260","HG03869","SAS"
"2261","HG03870","SAS"
"2262","HG03871","SAS"
"2263","HG03872","SAS"
"2264","HG03873","SAS"
"2265","HG03874","SAS"
"2266","HG03875","SAS"
"2267","HG03882","SAS"
"2268","HG03960","SAS"
"2269","HG03963","SAS"
"2270","HG03965","SAS"
"2271","HG03967","SAS"
"2272","HG03968","SAS"
"2273","HG03969","SAS"
"2274","HG03971","SAS"
"2275","HG03973","SAS"
"2276","HG03974","SAS"
"2277","HG03976","SAS"
"2278","HG03977","SAS"
"2279","HG03978","SAS"
"2280","HG04001","SAS"
"2281","HG04002","SAS"
"2282","HG04014","SAS"
"2283","HG04015","SAS"
"2284","HG04017","SAS"
"2285","HG04018","SAS"
"2286","HG04019","SAS"
"2287","HG04020","SAS"
"2288","HG04022","SAS"
"2289","HG04023","SAS"
"2290","HG04025","SAS"
"2291","HG04026","SAS"
"2292","HG04054","SAS"
"2293","HG04056","SAS"
"2294","HG04059","SAS"
"2295","HG04060","SAS"
"2296","HG04061","SAS"
"2297","HG04062","SAS"
"2298","HG04063","SAS"
"2299","HG04070","SAS"
"2300","HG04076","SAS"
"2301","HG04080","SAS"
"2302","HG04090","SAS"
"2303","HG04093","SAS"
"2304","HG04094","SAS"
"2305","HG04096","SAS"
"2306","HG04098","SAS"
"2307","HG04118","SAS"
"2308","HG04198","SAS"
"2309","HG04200","SAS"
"2310","HG04202","SAS"
"2311","HG04206","SAS"
"2312","HG04209","SAS"
"2313","HG04211","SAS"
"2314","HG04212","SAS"
"2315","HG04214","SAS"
"2316","HG04216","SAS"
"2317","HG04219","SAS"
"2318","HG04222","SAS"
"2319","HG04225","SAS"
"2320","HG04235","SAS"
"2321","HG04238","SAS"
"2322","HG04239","SAS"
"2323","HG01583","SAS"
"2324","HG01586","SAS"
"2325","HG01589","SAS"
"2326","HG01593","SAS"
"2327","HG02490","SAS"
"2328","HG02491","SAS"
"2329","HG02493","SAS"
"2330","HG02494","SAS"
"2331","HG02597","SAS"
"2332","HG02600","SAS"
"2333","HG02601","SAS"
"2334","HG02603","SAS"
"2335","HG02604","SAS"
"2336","HG02648","SAS"
"2337","HG02649","SAS"
"2338","HG02651","SAS"
"2339","HG02652","SAS"
"2340","HG02654","SAS"
"2341","HG02655","SAS"
"2342","HG02657","SAS"
"2343","HG02658","SAS"
"2344","HG02660","SAS"
"2345","HG02661","SAS"
"2346","HG02681","SAS"
"2347","HG02682","SAS"
"2348","HG02684","SAS"
"2349","HG02685","SAS"
"2350","HG02687","SAS"
"2351","HG02688","SAS"
"2352","HG02690","SAS"
"2353","HG02691","SAS"
"2354","HG02694","SAS"
"2355","HG02696","SAS"
"2356","HG02697","SAS"
"2357","HG02699","SAS"
"2358","HG02700","SAS"
"2359","HG02724","SAS"
"2360","HG02725","SAS"
"2361","HG02727","SAS"
"2362","HG02728","SAS"
"2363","HG02731","SAS"
"2364","HG02733","SAS"
"2365","HG02734","SAS"
"2366","HG02736","SAS"
"2367","HG02737","SAS"
"2368","HG02774","SAS"
"2369","HG02775","SAS"
"2370","HG02778","SAS"
"2371","HG02780","SAS"
"2372","HG02783","SAS"
"2373","HG02784","SAS"
"2374","HG02786","SAS"
"2375","HG02787","SAS"
"2376","HG02789","SAS"
"2377","HG02790","SAS"
"2378","HG02792","SAS"
"2379","HG02793","SAS"
"2380","HG03015","SAS"
"2381","HG03016","SAS"
"2382","HG03018","SAS"
"2383","HG03019","SAS"
"2384","HG03021","SAS"
"2385","HG03022","SAS"
"2386","HG03228","SAS"
"2387","HG03229","SAS"
"2388","HG03234","SAS"
"2389","HG03235","SAS"
"2390","HG03237","SAS"
"2391","HG03238","SAS"
"2392","HG03488","SAS"
"2393","HG03490","SAS"
"2394","HG03491","SAS"
"2395","HG03619","SAS"
"2396","HG03624","SAS"
"2397","HG03625","SAS"
"2398","HG03629","SAS"
"2399","HG03631","SAS"
"2400","HG03634","SAS"
"2401","HG03636","SAS"
"2402","HG03640","SAS"
"2403","HG03649","SAS"
"2404","HG03652","SAS"
"2405","HG03653","SAS"
"2406","HG03660","SAS"
"2407","HG03663","SAS"
"2408","HG03667","SAS"
"2409","HG03668","SAS"
"2410","HG03702","SAS"
"2411","HG03703","SAS"
"2412","HG03705","SAS"
"2413","HG03706","SAS"
"2414","HG03708","SAS"
"2415","HG03709","SAS"
"2416","HG03762","SAS"
"2417","HG03765","SAS"
"2418","HG03767","SAS"
"2419","HG03006","SAS"
"2420","HG03007","SAS"
"2421","HG03009","SAS"
"2422","HG03012","SAS"
"2423","HG03585","SAS"
"2424","HG03589","SAS"
"2425","HG03593","SAS"
"2426","HG03594","SAS"
"2427","HG03595","SAS"
"2428","HG03598","SAS"
"2429","HG03600","SAS"
"2430","HG03603","SAS"
"2431","HG03604","SAS"
"2432","HG03607","SAS"
"2433","HG03611","SAS"
"2434","HG03615","SAS"
"2435","HG03616","SAS"
"2436","HG03793","SAS"
"2437","HG03796","SAS"
"2438","HG03800","SAS"
"2439","HG03802","SAS"
"2440","HG03803","SAS"
"2441","HG03805","SAS"
"2442","HG03808","SAS"
"2443","HG03809","SAS"
"2444","HG03812","SAS"
"2445","HG03814","SAS"
"2446","HG03815","SAS"
"2447","HG03817","SAS"
"2448","HG03821","SAS"
"2449","HG03823","SAS"
"2450","HG03824","SAS"
"2451","HG03826","SAS"
"2452","HG03829","SAS"
"2453","HG03830","SAS"
"2454","HG03832","SAS"
"2455","HG03833","SAS"
"2456","HG03902","SAS"
"2457","HG03905","SAS"
"2458","HG03907","SAS"
"2459","HG03908","SAS"
"2460","HG03910","SAS"
"2461","HG03911","SAS"
"2462","HG03913","SAS"
"2463","HG03914","SAS"
"2464","HG03916","SAS"
"2465","HG03917","SAS"
"2466","HG03919","SAS"
"2467","HG03920","SAS"
"2468","HG03922","SAS"
"2469","HG03925","SAS"
"2470","HG03926","SAS"
"2471","HG03928","SAS"
"2472","HG03931","SAS"
"2473","HG03934","SAS"
"2474","HG03937","SAS"
"2475","HG03940","SAS"
"2476","HG03941","SAS"
"2477","HG04131","SAS"
"2478","HG04134","SAS"
"2479","HG04140","SAS"
"2480","HG04141","SAS"
"2481","HG04144","SAS"
"2482","HG04146","SAS"
"2483","HG04152","SAS"
"2484","HG04153","SAS"
"2485","HG04155","SAS"
"2486","HG04156","SAS"
"2487","HG04158","SAS"
"2488","HG04159","SAS"
"2489","HG04161","SAS"
"2490","HG04162","SAS"
"2491","HG04164","SAS"
"2492","HG04171","SAS"
"2493","HG04173","SAS"
